#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;1212025;0.8986735782448143;0.09105937800947594;0.3017604646229786;0.3357842846702385;0.0;1.0
queue occupancy/time;606024;21.689156034255948;515.8080622985257;22.71140819717099;1.0471319474718377;0.0;151.0
