#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
waiting time/customer;606001;22678.317545479542;5.371308650615107E8;23176.083902624938;1.0219489984716532;0.0;158850.074
service time/customer;606001;998.977996594058;998788.0492336979;999.3938409024232;1.0004162697374546;0.003;12359.368
service time of last batch;1;316.082;NaN;NaN;NaN;316.082;316.082
waiting time of last batch;1;58000.699;NaN;NaN;NaN;58000.699;58000.699
