#histogram type: discrete-time histogram
#waiting_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,040607252259474605
1,5;1,6877494704686037E-5
2,5;3,3754989409372075E-5
3,5;3,3754989409372075E-5
4,5;3,3754989409372075E-5
5,5;8,438747352343019E-5
6,5;7,594872617108717E-5
7,5;2,5316242057029056E-5
8,5;8,438747352343019E-6
9,5;3,3754989409372075E-5
10,5;5,063248411405811E-5
11,5;7,594872617108717E-5
12,5;4,2193736761715094E-5
13,5;4,2193736761715094E-5
14,5;4,2193736761715094E-5
15,5;4,2193736761715094E-5
16,5;1,6877494704686037E-5
17,5;8,438747352343019E-5
18,5;5,063248411405811E-5
19,5;3,3754989409372075E-5
20,5;7,594872617108717E-5
21,5;1,6877494704686037E-5
22,5;8,438747352343019E-6
23,5;6,750997881874415E-5
24,5;1,6877494704686037E-5
25,5;2,5316242057029056E-5
26,5;1,6877494704686037E-5
27,5;3,3754989409372075E-5
28,5;4,2193736761715094E-5
29,5;5,063248411405811E-5
30,5;5,9071231466401124E-5
31,5;2,5316242057029056E-5
32,5;3,3754989409372075E-5
33,5;7,594872617108717E-5
34,5;2,5316242057029056E-5
35,5;4,2193736761715094E-5
36,5;6,750997881874415E-5
37,5;4,2193736761715094E-5
38,5;2,5316242057029056E-5
39,5;4,2193736761715094E-5
40,5;3,3754989409372075E-5
41,5;7,594872617108717E-5
42,5;3,3754989409372075E-5
43,5;3,3754989409372075E-5
44,5;1,6877494704686037E-5
45,5;5,063248411405811E-5
46,5;3,3754989409372075E-5
47,5;4,2193736761715094E-5
48,5;6,750997881874415E-5
49,5;3,3754989409372075E-5
50,5;2,5316242057029056E-5
51,5;2,5316242057029056E-5
52,5;5,063248411405811E-5
53,5;5,9071231466401124E-5
54,5;1,6877494704686037E-5
55,5;5,9071231466401124E-5
56,5;3,3754989409372075E-5
57,5;2,5316242057029056E-5
58,5;4,2193736761715094E-5
59,5;3,3754989409372075E-5
60,5;2,5316242057029056E-5
61,5;3,3754989409372075E-5
62,5;3,3754989409372075E-5
63,5;3,3754989409372075E-5
64,5;3,3754989409372075E-5
65,5;8,438747352343019E-6
66,5;4,2193736761715094E-5
67,5;8,438747352343019E-6
68,5;6,750997881874415E-5
69,5;5,063248411405811E-5
70,5;2,5316242057029056E-5
71,5;5,063248411405811E-5
72,5;4,2193736761715094E-5
73,5;3,3754989409372075E-5
74,5;2,5316242057029056E-5
75,5;6,750997881874415E-5
76,5;5,063248411405811E-5
77,5;5,063248411405811E-5
78,5;4,2193736761715094E-5
79,5;0,9562535337254537
