#histogram type: continuous-time histogram
#queue_occupancy_over_time
#lowerBound ; upperBound ; relative frequency
0,0;1,0;0,08252947928681333
1,0;2,0;0,03625876317513772
2,0;3,0;0,03390485159459302
3,0;4,0;0,034270699161211074
4,0;5,0;0,033116763251229905
5,0;6,0;0,03250729131916914
6,0;7,0;0,02870247901649253
7,0;8,0;0,028665213683331272
8,0;9,0;0,02792346953272757
9,0;10,0;0,02687887208255768
10,0;11,0;0,026059727501011522
11,0;12,0;0,02548619432257284
12,0;13,0;0,025010225384639095
13,0;14,0;0,021752159471508728
14,0;15,0;0,022535409030063833
15,0;16,0;0,020055456887762998
16,0;17,0;0,01975997135840452
17,0;18,0;0,020548804386078142
18,0;19,0;0,01853693435289071
19,0;20,0;0,016247555055967165
20,0;21,0;0,01858142826421112
21,0;22,0;0,015443883665708612
22,0;23,0;0,01602042804633992
23,0;24,0;0,014941804283139784
24,0;25,0;0,014838588081224256
25,0;26,0;0,014177803197614382
26,0;27,0;0,01208630206025711
27,0;28,0;0,011152639158005493
28,0;29,0;0,010964474892262608
29,0;30,0;0,010296600919408035
30,0;31,0;0,009774748912804844
31,0;32,0;0,009739312189871712
32,0;33,0;0,010123132771811096
33,0;34,0;0,010074116968615692
34,0;35,0;0,008481821232189097
35,0;36,0;0,008828576933958943
36,0;37,0;0,00828621334319444
37,0;38,0;0,007727445163403036
38,0;39,0;0,007223288298024469
39,0;40,0;0,006300252479560181
40,0;41,0;0,0059843956161494665
41,0;42,0;0,006506976093617715
42,0;43,0;0,006339962701339303
43,0;44,0;0,006614784171641769
44,0;45,0;0,006759594140980402
45,0;46,0;0,006416093132338824
46,0;47,0;0,0063661840672546805
47,0;48,0;0,00577733362824668
48,0;49,0;0,005504086437825286
49,0;50,0;0,00451291621816227
50,0;51,0;0,004891997351191789
51,0;52,0;0,00419262627906504
52,0;53,0;0,004324346167178424
53,0;54,0;0,003377600673856637
54,0;55,0;0,004011702694475797
55,0;56,0;0,004278149836474301
56,0;57,0;0,003975381029511142
57,0;58,0;0,003368344539642992
58,0;59,0;0,0032875691239861774
59,0;60,0;0,0031732081650448943
60,0;61,0;0,0029350592475919173
61,0;62,0;0,0025182316378926186
62,0;63,0;0,002702735950490561
63,0;64,0;0,0029397341395859026
64,0;65,0;0,002473541155673063
65,0;66,0;0,0027394794695146454
66,0;67,0;0,0030896652284297414
67,0;68,0;0,0029702288977800253
68,0;69,0;0,0023939525946706374
69,0;70,0;0,002758364175246514
70,0;71,0;0,002218442641455885
71,0;72,0;0,0024471943372720577
72,0;73,0;0,001817845969454406
73,0;74,0;0,001678415149373895
74,0;75,0;0,0021057754242796273
75,0;76,0;0,0015437418337396788
76,0;77,0;0,0016550637231532246
77,0;78,0;0,0019793279583264355
78,0;79,0;0,0013920439436710095
79,0;80,0;0,05016472373864695
