#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
waiting time (lag=0);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;16.593638657373585;0.9999899728263596
waiting time (lag=1);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;16.017811537609493;0.9652886419287084
waiting time (lag=2);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;15.489575540276869;0.9334553164281661
waiting time (lag=3);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;14.994259181082343;0.9036058420121804
waiting time (lag=4);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;14.532021467191388;0.8757498010016853
waiting time (lag=5);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;14.091369030252562;0.849194563326643
waiting time (lag=6);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;13.678628957027346;0.8243214210863526
waiting time (lag=7);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;13.280681321317195;0.8003397222174745
waiting time (lag=8);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;12.901451114184628;0.777486000236677
waiting time (lag=9);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;12.539300454146401;0.7556615507492375
waiting time (lag=10);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;12.19466628188474;0.734892705309673
waiting time (lag=11);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;11.871270277606456;0.7154037452203383
waiting time (lag=12);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;11.55972739499343;0.6966290951781664
waiting time (lag=13);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;11.258898597345183;0.6785001128978405
waiting time (lag=14);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;10.970260304560853;0.6611057725414057
waiting time (lag=15);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;10.69693514724859;0.6446342546135403
waiting time (lag=16);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;10.425461722595523;0.6282743284908109
waiting time (lag=17);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;10.169643366395148;0.6128578308589534
waiting time (lag=18);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;9.926089202269937;0.5981804157968211
waiting time (lag=19);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;9.69426608512217;0.58420995413957
waiting time (lag=20);99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265;9.463574518215069;0.5703076836077121
