#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;99729;0.8033591432782875;0.6450556495825258;0.8031535653799501;0.9997441021241154;0.001;9.302
waiting time/customer;99729;3.2625187458010996;16.59380504633814;4.073549440762704;1.2485903555360136;0.0;34.265
