#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;199461;0.8011823845084254;0.15928917126181896;0.3991104750088864;0.4981518349954302;0.0;1.0
queue occupancy/time;99732;3.2580782640821364;19.939074136830527;4.465319040878326;1.3705376847772845;0.0;41.0
