#histogram type: continuous-time histogram
#queue_occupancy_over_time
#(lowerBound+upperBound)/2 ; probability
0,5;0,08425204632689132
1,5;0,03881976926801033
2,5;0,03745838496409717
3,5;0,035825603289607294
4,5;0,03438190361912671
5,5;0,03265994968201948
6,5;0,030840859650055053
7,5;0,03041777347551997
8,5;0,028815966575116404
9,5;0,0274459186088206
10,5;0,02678752695306991
11,5;0,025536554625676458
12,5;0,02347051187324064
13,5;0,021801941415920147
14,5;0,022079295084260018
15,5;0,02054647593620895
16,5;0,019605208568524785
17,5;0,019349954470892213
18,5;0,018555907269508228
19,5;0,016895774811740618
20,5;0,016804665629751324
21,5;0,01539519506999843
22,5;0,015458799697635535
23,5;0,014927127645262417
24,5;0,014256843804064962
25,5;0,01357053983029146
26,5;0,012487304801857366
27,5;0,012001703061282896
28,5;0,012066931539433737
29,5;0,01142944744873937
30,5;0,011105611926935285
31,5;0,010468148546184922
32,5;0,010702781513126125
33,5;0,009689651968353995
34,5;0,009312740397576274
35,5;0,009215984710440429
36,5;0,008841949440777591
37,5;0,008286497341793575
38,5;0,008039766276062999
39,5;0,007172176473644151
40,5;0,0071082771401341
41,5;0,006962117765044312
42,5;0,006578511852943791
43,5;0,006365514464004854
44,5;0,0063355773811763424
45,5;0,006352365370071357
46,5;0,006228801511769611
47,5;0,005619503976996809
48,5;0,004855277301730462
49,5;0,005186558549415241
50,5;0,00463629089863126
51,5;0,0043577304912023745
52,5;0,004222231618796821
53,5;0,003891952906976395
54,5;0,003990443664640649
55,5;0,003711432687151254
56,5;0,0037347305591781065
57,5;0,003632958670055661
58,5;0,003188971240977617
59,5;0,002936288541711819
60,5;0,0029793400202994193
61,5;0,0030587192553754076
62,5;0,002644451977992106
63,5;0,0027840890968310484
64,5;0,0025907059635917325
65,5;0,002374485967231047
66,5;0,0024124296352481134
67,5;0,0023189856256616206
68,5;0,002106258674359332
69,5;0,002095978410166038
70,5;0,00170993425435126
71,5;0,0017444978490079172
72,5;0,001592588862910293
73,5;0,0018224711637572176
74,5;0,0017042982593045968
75,5;0,0015992818147622595
76,5;0,001504687915632702
77,5;0,0016395376676429656
78,5;0,001262195212459344
79,5;0,0333783321892876
