#histogram type: discrete-time histogram
#waiting_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,36698404417199254
1,5;1,7390548237033172E-4
2,5;2,6085822355549756E-4
3,5;2,1738185296291465E-4
4,5;4,347637059258293E-4
5,5;5,651928177035781E-4
6,5;2,6085822355549756E-4
7,5;1,7390548237033172E-4
8,5;3,4781096474066343E-4
9,5;0,0
10,5;1,7390548237033172E-4
11,5;3,4781096474066343E-4
12,5;4,347637059258293E-5
13,5;1,3042911177774878E-4
14,5;8,695274118516586E-5
15,5;2,6085822355549756E-4
16,5;1,7390548237033172E-4
17,5;1,3042911177774878E-4
18,5;2,1738185296291465E-4
19,5;2,6085822355549756E-4
20,5;1,7390548237033172E-4
21,5;1,3042911177774878E-4
22,5;4,347637059258293E-5
23,5;2,1738185296291465E-4
24,5;3,4781096474066343E-4
25,5;2,6085822355549756E-4
26,5;3,043345941480805E-4
27,5;1,7390548237033172E-4
28,5;5,217164471109951E-4
29,5;2,1738185296291465E-4
30,5;1,7390548237033172E-4
31,5;2,1738185296291465E-4
32,5;2,6085822355549756E-4
33,5;1,3042911177774878E-4
34,5;2,1738185296291465E-4
35,5;3,4781096474066343E-4
36,5;1,7390548237033172E-4
37,5;2,1738185296291465E-4
38,5;2,6085822355549756E-4
39,5;1,3042911177774878E-4
40,5;2,1738185296291465E-4
41,5;4,347637059258293E-5
42,5;2,6085822355549756E-4
43,5;1,7390548237033172E-4
44,5;1,7390548237033172E-4
45,5;4,7824007651841227E-4
46,5;3,4781096474066343E-4
47,5;1,3042911177774878E-4
48,5;1,7390548237033172E-4
49,5;1,7390548237033172E-4
50,5;1,7390548237033172E-4
51,5;1,3042911177774878E-4
52,5;3,043345941480805E-4
53,5;4,347637059258293E-4
54,5;3,043345941480805E-4
55,5;8,695274118516586E-5
56,5;1,7390548237033172E-4
57,5;3,4781096474066343E-4
58,5;3,043345941480805E-4
59,5;1,3042911177774878E-4
60,5;3,043345941480805E-4
61,5;3,043345941480805E-4
62,5;1,3042911177774878E-4
63,5;2,1738185296291465E-4
64,5;3,043345941480805E-4
65,5;3,4781096474066343E-4
66,5;8,695274118516586E-5
67,5;3,4781096474066343E-4
68,5;8,695274118516586E-5
69,5;2,1738185296291465E-4
70,5;1,7390548237033172E-4
71,5;1,7390548237033172E-4
72,5;3,043345941480805E-4
73,5;5,217164471109951E-4
74,5;2,6085822355549756E-4
75,5;2,1738185296291465E-4
76,5;0,0
77,5;3,043345941480805E-4
78,5;1,3042911177774878E-4
79,5;0,6152341202556411
