#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
waiting time/customer;33301;1742.7917177562172;6211341.237469289;2492.2562543745958;1.4300367789119905;0.0;22805.096
service time/customer;33301;1006.4637833098125;1017473.4651503802;1008.6988971692099;1.0022207593521617;0.007;9960.307
service time of last batch;1;2008.796;NaN;NaN;NaN;2008.796;2008.796
waiting time of last batch;1;7045.411;NaN;NaN;NaN;7045.411;7045.411
