#histogram type: discrete-time histogram
#waiting_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,3672862676796493
1,5;1,201165130176271E-4
2,5;2,1020389778084742E-4
3,5;3,0029128254406773E-4
4,5;4,2040779556169484E-4
5,5;3,903786673072881E-4
6,5;1,8017476952644066E-4
7,5;1,8017476952644066E-4
8,5;3,603495390528813E-4
9,5;9,008738476322033E-5
10,5;1,5014564127203387E-4
11,5;2,7026215428966097E-4
12,5;2,402330260352542E-4
13,5;1,8017476952644066E-4
14,5;1,201165130176271E-4
15,5;2,402330260352542E-4
16,5;2,402330260352542E-4
17,5;1,5014564127203387E-4
18,5;2,402330260352542E-4
19,5;2,7026215428966097E-4
20,5;1,5014564127203387E-4
21,5;9,008738476322033E-5
22,5;1,201165130176271E-4
23,5;1,201165130176271E-4
24,5;3,303204107984745E-4
25,5;2,7026215428966097E-4
26,5;2,402330260352542E-4
27,5;1,201165130176271E-4
28,5;3,903786673072881E-4
29,5;3,303204107984745E-4
30,5;1,8017476952644066E-4
31,5;3,0029128254406773E-4
32,5;2,7026215428966097E-4
33,5;2,1020389778084742E-4
34,5;2,1020389778084742E-4
35,5;2,402330260352542E-4
36,5;1,201165130176271E-4
37,5;2,1020389778084742E-4
38,5;1,8017476952644066E-4
39,5;1,201165130176271E-4
40,5;2,1020389778084742E-4
41,5;9,008738476322033E-5
42,5;1,8017476952644066E-4
43,5;1,201165130176271E-4
44,5;1,8017476952644066E-4
45,5;4,804660520705084E-4
46,5;3,303204107984745E-4
47,5;1,8017476952644066E-4
48,5;1,201165130176271E-4
49,5;2,1020389778084742E-4
50,5;2,7026215428966097E-4
51,5;1,201165130176271E-4
52,5;2,402330260352542E-4
53,5;3,603495390528813E-4
54,5;4,504369238161016E-4
55,5;6,005825650881355E-5
56,5;2,1020389778084742E-4
57,5;3,303204107984745E-4
58,5;3,303204107984745E-4
59,5;9,008738476322033E-5
60,5;3,0029128254406773E-4
61,5;3,303204107984745E-4
62,5;1,201165130176271E-4
63,5;1,5014564127203387E-4
64,5;2,402330260352542E-4
65,5;3,0029128254406773E-4
66,5;9,008738476322033E-5
67,5;2,7026215428966097E-4
68,5;1,5014564127203387E-4
69,5;2,402330260352542E-4
70,5;1,8017476952644066E-4
71,5;1,8017476952644066E-4
72,5;3,303204107984745E-4
73,5;4,504369238161016E-4
74,5;2,7026215428966097E-4
75,5;2,402330260352542E-4
76,5;6,005825650881355E-5
77,5;3,303204107984745E-4
78,5;2,1020389778084742E-4
79,5;0,6151466922915227
