#histogram type: discrete-time histogram
#waitingTimePerCustomer
#lowerBound ; upperBound ; probability density
0,0;100,0;1,1001100110011002E-4
100,0;200,0;1,1001100110011002E-4
200,0;300,0;1,1001100110011002E-4
300,0;400,0;1,1001100110011002E-4
400,0;500,0;1,1001100110011002E-4
500,0;600,0;1,1001100110011002E-4
600,0;700,0;1,1001100110011002E-4
700,0;800,0;1,1001100110011002E-4
800,0;900,0;1,1001100110011002E-4
900,0;1000,0;1,1001100110011002E-4
1000,0;1100,0;1,1001100110011002E-4
1100,0;1200,0;1,1001100110011002E-4
1200,0;1300,0;1,1001100110011002E-4
1300,0;1400,0;1,1001100110011002E-4
1400,0;1500,0;1,1001100110011002E-4
1500,0;1600,0;1,1001100110011002E-4
1600,0;1700,0;1,1001100110011002E-4
1700,0;1800,0;1,1001100110011002E-4
1800,0;1900,0;1,1001100110011002E-4
1900,0;2000,0;1,1001100110011002E-4
2000,0;2100,0;1,1001100110011002E-4
2100,0;2200,0;1,1001100110011002E-4
2200,0;2300,0;1,1001100110011002E-4
2300,0;2400,0;1,1001100110011002E-4
2400,0;2500,0;1,1001100110011002E-4
2500,0;2600,0;1,1001100110011002E-4
2600,0;2700,0;1,1001100110011002E-4
2700,0;2800,0;1,1001100110011002E-4
2800,0;2900,0;1,1001100110011002E-4
2900,0;3000,0;1,1001100110011002E-4
3000,0;3100,0;1,1001100110011002E-4
3100,0;3200,0;1,1001100110011002E-4
3200,0;3300,0;1,1001100110011002E-4
3300,0;3400,0;1,1001100110011002E-4
3400,0;3500,0;1,1001100110011002E-4
3500,0;3600,0;1,1001100110011002E-4
3600,0;3700,0;1,1001100110011002E-4
3700,0;3800,0;1,1001100110011002E-4
3800,0;3900,0;1,1001100110011002E-4
3900,0;4000,0;1,1001100110011002E-4
4000,0;4100,0;1,1001100110011002E-4
4100,0;4200,0;1,1001100110011002E-4
4200,0;4300,0;1,1001100110011002E-4
4300,0;4400,0;1,1001100110011002E-4
4400,0;4500,0;1,1001100110011002E-4
4500,0;4600,0;1,1001100110011002E-4
4600,0;4700,0;1,1001100110011002E-4
4700,0;4800,0;1,1001100110011002E-4
4800,0;4900,0;1,1001100110011002E-4
4900,0;5000,0;1,1001100110011002E-4
5000,0;5100,0;1,1001100110011002E-4
5100,0;5200,0;1,1001100110011002E-4
5200,0;5300,0;1,1001100110011002E-4
5300,0;5400,0;1,1001100110011002E-4
5400,0;5500,0;1,1001100110011002E-4
5500,0;5600,0;1,1001100110011002E-4
5600,0;5700,0;1,1001100110011002E-4
5700,0;5800,0;1,1001100110011002E-4
5800,0;5900,0;1,1001100110011002E-4
5900,0;6000,0;1,1001100110011002E-4
6000,0;6100,0;1,1001100110011002E-4
6100,0;6200,0;1,1001100110011002E-4
6200,0;6300,0;1,1001100110011002E-4
6300,0;6400,0;1,1001100110011002E-4
6400,0;6500,0;1,1001100110011002E-4
6500,0;6600,0;1,1001100110011002E-4
6600,0;6700,0;1,1001100110011002E-4
6700,0;6800,0;1,1001100110011002E-4
6800,0;6900,0;1,1001100110011002E-4
6900,0;7000,0;1,1001100110011002E-4
7000,0;7100,0;1,1001100110011002E-4
7100,0;7200,0;1,1001100110011002E-4
7200,0;7300,0;1,1001100110011002E-4
7300,0;7400,0;1,1001100110011002E-4
7400,0;7500,0;1,1001100110011002E-4
7500,0;7600,0;1,1001100110011002E-4
7600,0;7700,0;1,1001100110011002E-4
7700,0;7800,0;1,1001100110011002E-4
7800,0;7900,0;1,1001100110011002E-4
7900,0;8000,0;1,1001100110011002E-4
8000,0;8100,0;1,1001100110011002E-4
8100,0;8200,0;1,1001100110011002E-4
8200,0;8300,0;1,1001100110011002E-4
8300,0;8400,0;1,1001100110011002E-4
8400,0;8500,0;1,1001100110011002E-4
8500,0;8600,0;1,1001100110011002E-4
8600,0;8700,0;1,1001100110011002E-4
8700,0;8800,0;1,1001100110011002E-4
8800,0;8900,0;1,1001100110011002E-4
8900,0;9000,0;1,1001100110011002E-4
9000,0;9100,0;9,900990099009902E-5
9100,0;9200,0;0,0
9200,0;9300,0;0,0
9300,0;9400,0;0,0
9400,0;9500,0;0,0
9500,0;9600,0;0,0
9600,0;9700,0;0,0
9700,0;9800,0;0,0
9800,0;9900,0;0,0
9900,0;10000,0;0,0
