#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
waiting time/customer;32001;339.11999900003065;803533.4684592178;896.4002836117455;2.6433129460219904;0.0;12034.1
service time/customer;32001;1003.4609485953574;1006462.2449793712;1003.2259192123034;0.9997657812360481;0.007;9619.859
service time of last batch;1;2236.956;NaN;NaN;NaN;2236.956;2236.956
waiting time of last batch;1;0.0;NaN;NaN;1.7976931348623157E308;0.0;0.0
