#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
mean_batch_waiting_time (lag=0);32;339.1305965;2871.5996632834954;53.587308789334585;0.15801378390031104;246.36133700000002;469.63931599999984;2781.8621738058864;0.9687500000000001
mean_batch_waiting_time (lag=1);32;339.1305965;2871.5996632834954;53.587308789334585;0.15801378390031104;246.36133700000002;469.63931599999984;603.5698733213649;0.21018593957878526
mean_batch_waiting_time (lag=2);32;339.1305965;2871.5996632834954;53.587308789334585;0.15801378390031104;246.36133700000002;469.63931599999984;-1042.5749483704276;-0.3630641700167593
mean_batch_waiting_time (lag=3);32;339.1305965;2871.5996632834954;53.587308789334585;0.15801378390031104;246.36133700000002;469.63931599999984;-258.6558871621237;-0.09007379770561987
mean_batch_waiting_time (lag=4);32;339.1305965;2871.5996632834954;53.587308789334585;0.15801378390031104;246.36133700000002;469.63931599999984;917.8773879111541;0.3196397463223054
mean_batch_waiting_time (lag=5);32;339.1305965;2871.5996632834954;53.587308789334585;0.15801378390031104;246.36133700000002;469.63931599999984;1136.5676518620312;0.395795997051496
mean_batch_waiting_time (lag=6);32;339.1305965;2871.5996632834954;53.587308789334585;0.15801378390031104;246.36133700000002;469.63931599999984;-324.3936361524975;-0.11296617711034747
mean_batch_waiting_time (lag=7);32;339.1305965;2871.5996632834954;53.587308789334585;0.15801378390031104;246.36133700000002;469.63931599999984;-448.5814255864243;-0.1562130791844081
mean_batch_waiting_time (lag=8);32;339.1305965;2871.5996632834954;53.587308789334585;0.15801378390031104;246.36133700000002;469.63931599999984;-102.3560360063857;-0.0356442568632105
mean_batch_waiting_time (lag=9);32;339.1305965;2871.5996632834954;53.587308789334585;0.15801378390031104;246.36133700000002;469.63931599999984;132.7996407646133;0.04624587558725549
mean_batch_waiting_time (lag=10);32;339.1305965;2871.5996632834954;53.587308789334585;0.15801378390031104;246.36133700000002;469.63931599999984;-37.90537452563876;-0.013200090183287013
