#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;69201;0.45126049319747713;0.24762446047664682;0.49761879031709283;1.1027306795486056;0.0;1.0
queue occupancy/time;34600;0.08757598654697965;0.1302836777667166;0.36094830345454815;4.121544246160669;0.0;5.0
