#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
queue occupancy;1000;44.81981981981982;1.317064841473399E11;362913.8797942838;8097.174001440302;0.0;90.0
server utilization;1909;1.0;6996.599759975998;83.64567986438988;83.64567986438988;1.0;1.0
