#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
queue occupancy;1000;0.0;0.0;0.0;0.0;0.0;0.0
server utilization;1999;1.0;9999.0;99.99499987499375;99.99499987499375;1.0;1.0
