#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
mean_batch_waiting_time (lag=0);23;1693.6026440000005;49841.34088212213;223.25174329021965;0.13182061570412829;1373.085680000001;2193.509856999997;47674.326061160304;0.9565217391304349
mean_batch_waiting_time (lag=1);23;1693.6026440000005;49841.34088212213;223.25174329021965;0.13182061570412829;1373.085680000001;2193.509856999997;13431.645147728734;0.26948803764119045
mean_batch_waiting_time (lag=2);23;1693.6026440000005;49841.34088212213;223.25174329021965;0.13182061570412829;1373.085680000001;2193.509856999997;-9898.415776039474;-0.1985985047924341
mean_batch_waiting_time (lag=3);23;1693.6026440000005;49841.34088212213;223.25174329021965;0.13182061570412829;1373.085680000001;2193.509856999997;429.24088736623526;0.008612145655980978
mean_batch_waiting_time (lag=4);23;1693.6026440000005;49841.34088212213;223.25174329021965;0.13182061570412829;1373.085680000001;2193.509856999997;16493.175630121492;0.33091356167822367
mean_batch_waiting_time (lag=5);23;1693.6026440000005;49841.34088212213;223.25174329021965;0.13182061570412829;1373.085680000001;2193.509856999997;9968.8534045103;0.20001174182065565
mean_batch_waiting_time (lag=6);23;1693.6026440000005;49841.34088212213;223.25174329021965;0.13182061570412829;1373.085680000001;2193.509856999997;-156.3780335378833;-0.0031375165830254664
mean_batch_waiting_time (lag=7);23;1693.6026440000005;49841.34088212213;223.25174329021965;0.13182061570412829;1373.085680000001;2193.509856999997;4718.121421458665;0.09466281079028985
mean_batch_waiting_time (lag=8);23;1693.6026440000005;49841.34088212213;223.25174329021965;0.13182061570412829;1373.085680000001;2193.509856999997;6544.1450829776;0.13129953904039038
mean_batch_waiting_time (lag=9);23;1693.6026440000005;49841.34088212213;223.25174329021965;0.13182061570412829;1373.085680000001;2193.509856999997;-906.5314490459859;-0.018188343912937437
mean_batch_waiting_time (lag=10);23;1693.6026440000005;49841.34088212213;223.25174329021965;0.13182061570412829;1373.085680000001;2193.509856999997;-6590.088814151473;-0.1322213387022922
