#histogram type: continuous-time histogram
#queue_occupancy_over_time
#(lowerBound+upperBound)/2 ; probability
0,5;0,09449738147977953
1,5;0,040923428583863046
2,5;0,03948207644469419
3,5;0,03648371038979159
4,5;0,036355998428135854
5,5;0,03301968718239512
6,5;0,031716907171694154
7,5;0,03381912946182854
8,5;0,030564019463338955
9,5;0,029506843225111937
10,5;0,028250593929122752
11,5;0,027459071771342408
12,5;0,025965238826068368
13,5;0,024856341793409946
14,5;0,024902452501670426
15,5;0,022882771479369922
16,5;0,021041423196260296
17,5;0,019662312013112523
18,5;0,019184044666926085
19,5;0,018134298542825618
20,5;0,01739687721603404
21,5;0,01526874452791595
22,5;0,015570839168089622
23,5;0,014164127560999338
24,5;0,013433266334970904
25,5;0,013457356704998988
26,5;0,013352655096782287
27,5;0,014162737539648609
28,5;0,012915038374989439
29,5;0,01279555653974845
30,5;0,011511436815669488
31,5;0,01149563657297776
32,5;0,010074514744546476
33,5;0,008878466373243493
34,5;0,009443445051315988
35,5;0,007311512304829002
36,5;0,00807300400134146
37,5;0,007116609311119019
38,5;0,0067333234238477905
39,5;0,006954076814619872
40,5;0,006060213084872984
41,5;0,006066193176727195
42,5;0,005768258600452103
43,5;0,005396012882757879
44,5;0,005195059796118468
45,5;0,004967186295981506
46,5;0,005025907197934561
47,5;0,004902735306014301
48,5;0,004522359463441358
49,5;0,004403447636955704
50,5;0,004128893419802928
51,5;0,0043141862659010445
52,5;0,004507919241639551
53,5;0,0036567161671603276
54,5;0,003261260092955028
55,5;0,0033780618870305847
56,5;0,0033438613617105158
57,5;0,002787012808516739
58,5;0,002690031318881058
59,5;0,0024345073940335725
60,5;0,0026423905871194183
61,5;0,00261807021355848
62,5;0,0022604047198164965
63,5;0,0021436129258945416
64,5;0,0018658586595890112
65,5;0,0021506830344914098
66,5;0,0022027538342988947
67,5;0,0020842720144181415
68,5;0,0019941506301536793
69,5;0,001623644939186266
70,5;0,0016849158803079215
71,5;0,0015776142321546058
72,5;0,0014223618474779774
73,5;9,490645776319125E-4
74,5;0,0011516876899229172
75,5;8,957537587777349E-4
76,5;7,818920098612715E-4
77,5;8,254726792603534E-4
78,5;0,0011453575926926238
79,5;0,0123532597460697
