#histogram type: discrete-time histogram
#waiting_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,04295042417421754
1,5;3,300324586923124E-5
2,5;5,115503109730842E-5
3,5;4,290421963000061E-5
4,5;4,125405733653905E-5
5,5;5,940584256461623E-5
6,5;5,7755680271154666E-5
7,5;2,8052758988846553E-5
8,5;3,960389504307749E-5
9,5;4,620454421692374E-5
10,5;2,9702921282308116E-5
11,5;5,4455355684231545E-5
12,5;4,455438192346217E-5
13,5;4,290421963000061E-5
14,5;4,78547065103853E-5
15,5;3,300324586923124E-5
16,5;4,620454421692374E-5
17,5;4,78547065103853E-5
18,5;4,950486880384686E-5
19,5;3,960389504307749E-5
20,5;3,960389504307749E-5
21,5;3,960389504307749E-5
22,5;5,4455355684231545E-5
23,5;5,6105517977693105E-5
24,5;2,6402596695384992E-5
25,5;4,950486880384686E-5
26,5;3,960389504307749E-5
27,5;4,290421963000061E-5
28,5;3,630357045615436E-5
29,5;4,125405733653905E-5
30,5;5,2805193390769985E-5
31,5;2,8052758988846553E-5
32,5;3,630357045615436E-5
33,5;6,600649173846248E-5
34,5;3,46534081626928E-5
35,5;4,78547065103853E-5
36,5;4,125405733653905E-5
37,5;3,795373274961592E-5
38,5;4,455438192346217E-5
39,5;2,310227210846187E-5
40,5;4,125405733653905E-5
41,5;2,475243440192343E-5
42,5;3,135308357576968E-5
43,5;4,620454421692374E-5
44,5;4,620454421692374E-5
45,5;3,960389504307749E-5
46,5;3,300324586923124E-5
47,5;5,115503109730842E-5
48,5;4,620454421692374E-5
49,5;3,795373274961592E-5
50,5;3,960389504307749E-5
51,5;2,8052758988846553E-5
52,5;4,290421963000061E-5
53,5;4,950486880384686E-5
54,5;2,310227210846187E-5
55,5;4,290421963000061E-5
56,5;3,135308357576968E-5
57,5;4,125405733653905E-5
58,5;3,46534081626928E-5
59,5;3,300324586923124E-5
60,5;4,455438192346217E-5
61,5;4,620454421692374E-5
62,5;4,125405733653905E-5
63,5;3,630357045615436E-5
64,5;3,630357045615436E-5
65,5;3,630357045615436E-5
66,5;5,6105517977693105E-5
67,5;3,135308357576968E-5
68,5;4,620454421692374E-5
69,5;2,8052758988846553E-5
70,5;2,9702921282308116E-5
71,5;5,2805193390769985E-5
72,5;3,795373274961592E-5
73,5;4,950486880384686E-5
74,5;5,2805193390769985E-5
75,5;5,115503109730842E-5
76,5;5,4455355684231545E-5
77,5;3,795373274961592E-5
78,5;3,795373274961592E-5
79,5;0,9538053567568371
