#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;9090;11.0;0.0;0.0;0.0;11.0;11.0
uniform1;0;0.0;0.0;0.0;0.0;Infinity;-Infinity
waiting time/customer;9090;4544.5;6885674.916666668;2624.056957588129;0.577413787564777;0.0;9089.0
