#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;10000;9.0;0.0;0.0;0.0;9.0;9.0
waiting time/customer;10000;0.0;0.0;0.0;0.0;0.0;0.0
