#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
waiting time/customer;23001;1693.7547541411288;5737976.800757421;2395.407439405126;1.4142587252071164;0.0;22805.096
service time/customer;23001;1004.6654955001951;1010470.4055330505;1005.2215703679715;1.0005534925507713;0.007;9378.723
service time of last batch;1;1228.139;NaN;NaN;NaN;1228.139;1228.139
waiting time of last batch;1;5192.288;NaN;NaN;NaN;5192.288;5192.288
