#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
waiting time (lag=0);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;323.89353054372356;0.9999899727258145
waiting time (lag=1);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;323.00380675822805;0.9972430365258306
waiting time (lag=2);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;322.1240447338566;0.9945268563005585
waiting time (lag=3);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;321.24779836240765;0.991821530313913
waiting time (lag=4);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;320.38468137482994;0.9891567400310749
waiting time (lag=5);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;319.5252305296932;0.9865032686087074
waiting time (lag=6);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;318.67754549938127;0.9838861230024994
waiting time (lag=7);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;317.82745113669495;0.9812615388154364
waiting time (lag=8);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;316.98377706862976;0.978656776667524
waiting time (lag=9);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;316.1487604078577;0.9760787434279304
waiting time (lag=10);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;315.3217887382229;0.9735255483209615
waiting time (lag=11);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;314.5108795595657;0.9710219446025197
waiting time (lag=12);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;313.7053036408568;0.968534806808733
waiting time (lag=13);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;312.90423995143595;0.9660616000867869
waiting time (lag=14);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;312.1060713162134;0.9635973315648843
waiting time (lag=15);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;311.3160971559837;0.9611583626925636
waiting time (lag=16);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;310.52465273720054;0.9587148545390528
waiting time (lag=17);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;309.74929984186485;0.956321027409014
waiting time (lag=18);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;308.9841530313158;0.9539587105793826
waiting time (lag=19);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;308.22511789861284;0.9516152629644352
waiting time (lag=20);99728;18.64010711134266;323.8967783455278;17.99713250341642;0.9655058522955061;0.0;101.424;307.4636381166263;0.9492642677310891
