#histogram type: discrete-time histogram
#service_time_per_customer
#lowerBound ; upperBound ; relative frequency
0,0;1,0;7,691716021844473E-4
1,0;2,0;0,0010768402430582262
2,0;3,0;8,460887624028921E-4
3,0;4,0;0,0013075917237135605
4,0;5,0;0,0010768402430582262
5,0;6,0;9,230059226213368E-4
6,0;7,0;7,691716021844473E-4
7,0;8,0;9,999230828397815E-4
8,0;9,0;5,384201215291131E-4
9,0;10,0;9,230059226213368E-4
10,0;11,0;6,153372817475579E-4
11,0;12,0;0,0016152603645873394
12,0;13,0;6,153372817475579E-4
13,0;14,0;8,460887624028921E-4
14,0;15,0;9,999230828397815E-4
15,0;16,0;6,922544419660026E-4
16,0;17,0;6,922544419660026E-4
17,0;18,0;9,999230828397815E-4
18,0;19,0;0,00146142604415045
19,0;20,0;5,384201215291131E-4
20,0;21,0;0,0012306745634951158
21,0;22,0;6,922544419660026E-4
22,0;23,0;6,153372817475579E-4
23,0;24,0;0,0012306745634951158
24,0;25,0;8,460887624028921E-4
25,0;26,0;0,00146142604415045
26,0;27,0;6,153372817475579E-4
27,0;28,0;9,230059226213368E-4
28,0;29,0;4,615029613106684E-4
29,0;30,0;0,0013845088839320053
30,0;31,0;7,691716021844473E-4
31,0;32,0;4,615029613106684E-4
32,0;33,0;9,999230828397815E-4
33,0;34,0;0,001153757403276671
34,0;35,0;0,0012306745634951158
35,0;36,0;0,0013075917237135605
36,0;37,0;9,999230828397815E-4
37,0;38,0;0,0012306745634951158
38,0;39,0;8,460887624028921E-4
39,0;40,0;0,0010768402430582262
40,0;41,0;7,691716021844473E-4
41,0;42,0;8,460887624028921E-4
42,0;43,0;7,691716021844473E-4
43,0;44,0;0,0010768402430582262
44,0;45,0;0,0010768402430582262
45,0;46,0;6,922544419660026E-4
46,0;47,0;0,001153757403276671
47,0;48,0;7,691716021844473E-4
48,0;49,0;9,999230828397815E-4
49,0;50,0;0,0013845088839320053
50,0;51,0;0,0013075917237135605
51,0;52,0;0,0010768402430582262
52,0;53,0;0,0010768402430582262
53,0;54,0;9,230059226213368E-4
54,0;55,0;0,0010768402430582262
55,0;56,0;8,460887624028921E-4
56,0;57,0;9,999230828397815E-4
57,0;58,0;0,0013845088839320053
58,0;59,0;9,999230828397815E-4
59,0;60,0;0,0010768402430582262
60,0;61,0;6,153372817475579E-4
61,0;62,0;4,615029613106684E-4
62,0;63,0;0,0012306745634951158
63,0;64,0;0,0010768402430582262
64,0;65,0;0,001153757403276671
65,0;66,0;0,0010768402430582262
66,0;67,0;0,0010768402430582262
67,0;68,0;9,230059226213368E-4
68,0;69,0;7,691716021844473E-4
69,0;70,0;7,691716021844473E-4
70,0;71,0;9,230059226213368E-4
71,0;72,0;8,460887624028921E-4
72,0;73,0;6,153372817475579E-4
73,0;74,0;8,460887624028921E-4
74,0;75,0;7,691716021844473E-4
75,0;76,0;9,230059226213368E-4
76,0;77,0;9,230059226213368E-4
77,0;78,0;8,460887624028921E-4
78,0;79,0;9,230059226213368E-4
79,0;80,0;0,9250826859472349
