#histogram type: continuous-time histogram
#queue_occupancy_over_time
#(lowerBound+upperBound)/2 ; probability
0,5;0,08252947928681333
1,5;0,03625876317513772
2,5;0,03390485159459302
3,5;0,034270699161211074
4,5;0,033116763251229905
5,5;0,03250729131916914
6,5;0,02870247901649253
7,5;0,028665213683331272
8,5;0,02792346953272757
9,5;0,02687887208255768
10,5;0,026059727501011522
11,5;0,02548619432257284
12,5;0,025010225384639095
13,5;0,021752159471508728
14,5;0,022535409030063833
15,5;0,020055456887762998
16,5;0,01975997135840452
17,5;0,020548804386078142
18,5;0,01853693435289071
19,5;0,016247555055967165
20,5;0,01858142826421112
21,5;0,015443883665708612
22,5;0,01602042804633992
23,5;0,014941804283139784
24,5;0,014838588081224256
25,5;0,014177803197614382
26,5;0,01208630206025711
27,5;0,011152639158005493
28,5;0,010964474892262608
29,5;0,010296600919408035
30,5;0,009774748912804844
31,5;0,009739312189871712
32,5;0,010123132771811096
33,5;0,010074116968615692
34,5;0,008481821232189097
35,5;0,008828576933958943
36,5;0,00828621334319444
37,5;0,007727445163403036
38,5;0,007223288298024469
39,5;0,006300252479560181
40,5;0,0059843956161494665
41,5;0,006506976093617715
42,5;0,006339962701339303
43,5;0,006614784171641769
44,5;0,006759594140980402
45,5;0,006416093132338824
46,5;0,0063661840672546805
47,5;0,00577733362824668
48,5;0,005504086437825286
49,5;0,00451291621816227
50,5;0,004891997351191789
51,5;0,00419262627906504
52,5;0,004324346167178424
53,5;0,003377600673856637
54,5;0,004011702694475797
55,5;0,004278149836474301
56,5;0,003975381029511142
57,5;0,003368344539642992
58,5;0,0032875691239861774
59,5;0,0031732081650448943
60,5;0,0029350592475919173
61,5;0,0025182316378926186
62,5;0,002702735950490561
63,5;0,0029397341395859026
64,5;0,002473541155673063
65,5;0,0027394794695146454
66,5;0,0030896652284297414
67,5;0,0029702288977800253
68,5;0,0023939525946706374
69,5;0,002758364175246514
70,5;0,002218442641455885
71,5;0,0024471943372720577
72,5;0,001817845969454406
73,5;0,001678415149373895
74,5;0,0021057754242796273
75,5;0,0015437418337396788
76,5;0,0016550637231532246
77,5;0,0019793279583264355
78,5;0,0013920439436710095
79,5;0,05016472373864695
