#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;237029;0.9044314322559152;0.08643521660342912;0.29399866768988786;0.3250646286767916;0.0;1.0
queue occupancy/time;118528;23.395575077855764;620.8401485593802;24.91666407365521;1.0650160977337624;0.0;146.0
