#histogram type: discrete-time histogram
#service_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;3,332222592469177E-4
1,5;9,99666777740753E-4
2,5;6,664445184938354E-4
3,5;6,664445184938354E-4
4,5;3,332222592469177E-4
5,5;9,99666777740753E-4
6,5;9,99666777740753E-4
7,5;3,332222592469177E-4
8,5;6,664445184938354E-4
9,5;6,664445184938354E-4
10,5;6,664445184938354E-4
11,5;9,99666777740753E-4
12,5;3,332222592469177E-4
13,5;3,332222592469177E-4
14,5;9,99666777740753E-4
15,5;6,664445184938354E-4
16,5;6,664445184938354E-4
17,5;9,99666777740753E-4
18,5;0,0016661112962345886
19,5;9,99666777740753E-4
20,5;6,664445184938354E-4
21,5;6,664445184938354E-4
22,5;3,332222592469177E-4
23,5;9,99666777740753E-4
24,5;0,0016661112962345886
25,5;3,332222592469177E-4
26,5;6,664445184938354E-4
27,5;0,001999333555481506
28,5;3,332222592469177E-4
29,5;0,001999333555481506
30,5;0,0013328890369876708
31,5;3,332222592469177E-4
32,5;6,664445184938354E-4
33,5;6,664445184938354E-4
34,5;6,664445184938354E-4
35,5;0,0013328890369876708
36,5;0,0013328890369876708
37,5;0,001999333555481506
38,5;3,332222592469177E-4
39,5;3,332222592469177E-4
40,5;9,99666777740753E-4
41,5;6,664445184938354E-4
42,5;3,332222592469177E-4
43,5;0,0
44,5;3,332222592469177E-4
45,5;0,0013328890369876708
46,5;0,0013328890369876708
47,5;0,0016661112962345886
48,5;6,664445184938354E-4
49,5;0,0016661112962345886
50,5;6,664445184938354E-4
51,5;0,0013328890369876708
52,5;9,99666777740753E-4
53,5;9,99666777740753E-4
54,5;6,664445184938354E-4
55,5;0,0013328890369876708
56,5;0,0016661112962345886
57,5;0,0013328890369876708
58,5;6,664445184938354E-4
59,5;9,99666777740753E-4
60,5;3,332222592469177E-4
61,5;9,99666777740753E-4
62,5;0,001999333555481506
63,5;3,332222592469177E-4
64,5;0,0016661112962345886
65,5;0,0013328890369876708
66,5;9,99666777740753E-4
67,5;3,332222592469177E-4
68,5;3,332222592469177E-4
69,5;9,99666777740753E-4
70,5;9,99666777740753E-4
71,5;3,332222592469177E-4
72,5;6,664445184938354E-4
73,5;0,0
74,5;9,99666777740753E-4
75,5;0,0013328890369876708
76,5;3,332222592469177E-4
77,5;0,0
78,5;3,332222592469177E-4
79,5;0,9323558813728757
