#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
waiting time/customer;33201;1745.5623265263093;6177313.998962562;2485.4202861815065;1.4238507834478324;0.0;22805.096
service time/customer;33201;1004.6314527574496;1010275.5714227412;1005.1246546686342;1.000490928200417;0.007;9619.859
service time of last batch;1;286.631;NaN;NaN;NaN;286.631;286.631
waiting time of last batch;1;0.0;NaN;NaN;1.7976931348623157E308;0.0;0.0
