#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
mean_batch_waiting_time (lag=0);332;1745.6149037048183;830165.787750103;911.1343412198352;0.5219560965514689;449.09780000000006;7545.992330000001;827665.2883894099;0.9969879518072289
mean_batch_waiting_time (lag=1);332;1745.6149037048183;830165.787750103;911.1343412198352;0.5219560965514689;449.09780000000006;7545.992330000001;-13953.921352470294;-0.016808596015848717
mean_batch_waiting_time (lag=2);332;1745.6149037048183;830165.787750103;911.1343412198352;0.5219560965514689;449.09780000000006;7545.992330000001;-32783.64497790951;-0.03949047944598997
mean_batch_waiting_time (lag=3);332;1745.6149037048183;830165.787750103;911.1343412198352;0.5219560965514689;449.09780000000006;7545.992330000001;23480.61035713181;0.028284242380992884
mean_batch_waiting_time (lag=4);332;1745.6149037048183;830165.787750103;911.1343412198352;0.5219560965514689;449.09780000000006;7545.992330000001;7685.502661880106;0.009257792570215626
mean_batch_waiting_time (lag=5);332;1745.6149037048183;830165.787750103;911.1343412198352;0.5219560965514689;449.09780000000006;7545.992330000001;-119339.09531291155;-0.1437533286409474
mean_batch_waiting_time (lag=6);332;1745.6149037048183;830165.787750103;911.1343412198352;0.5219560965514689;449.09780000000006;7545.992330000001;-62362.87738836184;-0.07512099186522289
mean_batch_waiting_time (lag=7);332;1745.6149037048183;830165.787750103;911.1343412198352;0.5219560965514689;449.09780000000006;7545.992330000001;127915.24420999084;0.15408397466807672
mean_batch_waiting_time (lag=8);332;1745.6149037048183;830165.787750103;911.1343412198352;0.5219560965514689;449.09780000000006;7545.992330000001;68167.46279338282;0.08211307162889568
mean_batch_waiting_time (lag=9);332;1745.6149037048183;830165.787750103;911.1343412198352;0.5219560965514689;449.09780000000006;7545.992330000001;35544.93069112301;0.042816665316281095
mean_batch_waiting_time (lag=10);332;1745.6149037048183;830165.787750103;911.1343412198352;0.5219560965514689;449.09780000000006;7545.992330000001;-41398.496063325554;-0.04986774530364934
