#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX; COV; CORR
mean_batch_waiting_time (lag=0);236;841.3657395762706;136352.1922622504;369.25897722635045;0.43888045335945935;245.77891;2258.152609999999;135774.42873571545;0.9957627118644068
mean_batch_waiting_time (lag=1);236;841.3657395762706;136352.1922622504;369.25897722635045;0.43888045335945935;245.77891;2258.152609999999;-1283.8910016972804;-0.009415990901179887
mean_batch_waiting_time (lag=2);236;841.3657395762706;136352.1922622504;369.25897722635045;0.43888045335945935;245.77891;2258.152609999999;1316.8722143392079;0.009657873426827099
mean_batch_waiting_time (lag=3);236;841.3657395762706;136352.1922622504;369.25897722635045;0.43888045335945935;245.77891;2258.152609999999;5634.9431292400695;0.041326384532213524
mean_batch_waiting_time (lag=4);236;841.3657395762706;136352.1922622504;369.25897722635045;0.43888045335945935;245.77891;2258.152609999999;-33.54106418043375;-2.459884481792796E-4
mean_batch_waiting_time (lag=5);236;841.3657395762706;136352.1922622504;369.25897722635045;0.43888045335945935;245.77891;2258.152609999999;-9092.4689332454;-0.06668370183412653
mean_batch_waiting_time (lag=6);236;841.3657395762706;136352.1922622504;369.25897722635045;0.43888045335945935;245.77891;2258.152609999999;-15813.303663365426;-0.11597395979487597
mean_batch_waiting_time (lag=7);236;841.3657395762706;136352.1922622504;369.25897722635045;0.43888045335945935;245.77891;2258.152609999999;1587.652801752789;0.011643764397269147
mean_batch_waiting_time (lag=8);236;841.3657395762706;136352.1922622504;369.25897722635045;0.43888045335945935;245.77891;2258.152609999999;-13809.92536773393;-0.10128128590094738
mean_batch_waiting_time (lag=9);236;841.3657395762706;136352.1922622504;369.25897722635045;0.43888045335945935;245.77891;2258.152609999999;17239.181146895746;0.12643127228742382
mean_batch_waiting_time (lag=10);236;841.3657395762706;136352.1922622504;369.25897722635045;0.43888045335945935;245.77891;2258.152609999999;5484.008628209354;0.040219438625979625
