#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
queue occupancy;0;0.0;0.0;0.0;0.0;Infinity;-Infinity
server utilization;1;0.0;0.0;0.0;0.0;0.0;0.0
