#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;3;2.0;0.0;0.0;0.0;2.0;2.0
waiting time/customer;3;0.0;0.0;0.0;0.0;0.0;0.0
