#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
queue occupancy;10000;453.9091909190919;1.361048079972448E15;3.6892385121762566E7;81277.01720923852;0.0;908.0
server utilization;19090;1.0;6999.0;83.66002629691195;83.66002629691195;1.0;1.0
