#histogram type: discrete-time histogram
#service_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,0010312177744445487
1,5;0,0013749570325927315
2,5;9,687197275085154E-4
3,5;0,0011249648448485984
4,5;9,062216805724821E-4
5,5;0,001093715821380582
6,5;8,749726571044655E-4
7,5;8,124746101684323E-4
8,5;7,812255867004157E-4
9,5;8,437236336364489E-4
10,5;6,562294928283491E-4
11,5;0,0010624667979125652
12,5;0,0010624667979125652
13,5;8,437236336364489E-4
14,5;8,749726571044655E-4
15,5;0,0010312177744445487
16,5;9,062216805724821E-4
17,5;9,374707040404988E-4
18,5;0,0012187119152526483
19,5;6,562294928283491E-4
20,5;0,0011562138683166151
21,5;7,187275397643823E-4
22,5;8,124746101684323E-4
23,5;0,0011562138683166151
24,5;8,124746101684323E-4
25,5;0,0011874628917846316
26,5;9,374707040404988E-4
27,5;0,0011874628917846316
28,5;7,187275397643823E-4
29,5;0,0010624667979125652
30,5;8,437236336364489E-4
31,5;6,249804693603325E-4
32,5;9,99968750976532E-4
33,5;0,0011874628917846316
34,5;0,0012812099621886815
35,5;0,0013437080091247148
36,5;8,124746101684323E-4
37,5;9,99968750976532E-4
38,5;0,0011562138683166151
39,5;8,437236336364489E-4
40,5;8,124746101684323E-4
41,5;9,062216805724821E-4
42,5;9,374707040404988E-4
43,5;9,687197275085154E-4
44,5;0,0010624667979125652
45,5;8,124746101684323E-4
46,5;0,0010624667979125652
47,5;0,0010312177744445487
48,5;9,062216805724821E-4
49,5;0,0011874628917846316
50,5;0,0010312177744445487
51,5;0,0010312177744445487
52,5;0,0011249648448485984
53,5;7,812255867004157E-4
54,5;8,749726571044655E-4
55,5;8,437236336364489E-4
56,5;7,812255867004157E-4
57,5;0,0011249648448485984
58,5;0,0010312177744445487
59,5;9,99968750976532E-4
60,5;8,124746101684323E-4
61,5;7,187275397643823E-4
62,5;9,374707040404988E-4
63,5;9,687197275085154E-4
64,5;8,749726571044655E-4
65,5;0,0010312177744445487
66,5;9,062216805724821E-4
67,5;0,001093715821380582
68,5;9,062216805724821E-4
69,5;8,437236336364489E-4
70,5;7,187275397643823E-4
71,5;0,0011249648448485984
72,5;7,187275397643823E-4
73,5;0,0010624667979125652
74,5;8,437236336364489E-4
75,5;0,0010624667979125652
76,5;0,0011874628917846316
77,5;9,374707040404988E-4
78,5;8,437236336364489E-4
79,5;0,9241898690665916
