#histogram type: discrete-time histogram
#service_time_per_customer
#lowerBound ; upperBound ; relative frequency
0,0;1,0;0,0010312177744445487
1,0;2,0;0,0013749570325927315
2,0;3,0;9,687197275085154E-4
3,0;4,0;0,0011249648448485984
4,0;5,0;9,062216805724821E-4
5,0;6,0;0,001093715821380582
6,0;7,0;8,749726571044655E-4
7,0;8,0;8,124746101684323E-4
8,0;9,0;7,812255867004157E-4
9,0;10,0;8,437236336364489E-4
10,0;11,0;6,562294928283491E-4
11,0;12,0;0,0010624667979125652
12,0;13,0;0,0010624667979125652
13,0;14,0;8,437236336364489E-4
14,0;15,0;8,749726571044655E-4
15,0;16,0;0,0010312177744445487
16,0;17,0;9,062216805724821E-4
17,0;18,0;9,374707040404988E-4
18,0;19,0;0,0012187119152526483
19,0;20,0;6,562294928283491E-4
20,0;21,0;0,0011562138683166151
21,0;22,0;7,187275397643823E-4
22,0;23,0;8,124746101684323E-4
23,0;24,0;0,0011562138683166151
24,0;25,0;8,124746101684323E-4
25,0;26,0;0,0011874628917846316
26,0;27,0;9,374707040404988E-4
27,0;28,0;0,0011874628917846316
28,0;29,0;7,187275397643823E-4
29,0;30,0;0,0010624667979125652
30,0;31,0;8,437236336364489E-4
31,0;32,0;6,249804693603325E-4
32,0;33,0;9,99968750976532E-4
33,0;34,0;0,0011874628917846316
34,0;35,0;0,0012812099621886815
35,0;36,0;0,0013437080091247148
36,0;37,0;8,124746101684323E-4
37,0;38,0;9,99968750976532E-4
38,0;39,0;0,0011562138683166151
39,0;40,0;8,437236336364489E-4
40,0;41,0;8,124746101684323E-4
41,0;42,0;9,062216805724821E-4
42,0;43,0;9,374707040404988E-4
43,0;44,0;9,687197275085154E-4
44,0;45,0;0,0010624667979125652
45,0;46,0;8,124746101684323E-4
46,0;47,0;0,0010624667979125652
47,0;48,0;0,0010312177744445487
48,0;49,0;9,062216805724821E-4
49,0;50,0;0,0011874628917846316
50,0;51,0;0,0010312177744445487
51,0;52,0;0,0010312177744445487
52,0;53,0;0,0011249648448485984
53,0;54,0;7,812255867004157E-4
54,0;55,0;8,749726571044655E-4
55,0;56,0;8,437236336364489E-4
56,0;57,0;7,812255867004157E-4
57,0;58,0;0,0011249648448485984
58,0;59,0;0,0010312177744445487
59,0;60,0;9,99968750976532E-4
60,0;61,0;8,124746101684323E-4
61,0;62,0;7,187275397643823E-4
62,0;63,0;9,374707040404988E-4
63,0;64,0;9,687197275085154E-4
64,0;65,0;8,749726571044655E-4
65,0;66,0;0,0010312177744445487
66,0;67,0;9,062216805724821E-4
67,0;68,0;0,001093715821380582
68,0;69,0;9,062216805724821E-4
69,0;70,0;8,437236336364489E-4
70,0;71,0;7,187275397643823E-4
71,0;72,0;0,0011249648448485984
72,0;73,0;7,187275397643823E-4
73,0;74,0;0,0010624667979125652
74,0;75,0;8,437236336364489E-4
75,0;76,0;0,0010624667979125652
76,0;77,0;0,0011874628917846316
77,0;78,0;9,374707040404988E-4
78,0;79,0;8,437236336364489E-4
79,0;80,0;0,9241898690665916
