#histogram type: discrete-time histogram
#waiting_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,5464598957671285
1,5;1,2711325791280032E-4
2,5;4,2371085970933437E-4
3,5;2,1185542985466718E-4
4,5;4,2371085970933434E-5
5,5;1,6948434388373374E-4
6,5;2,9659760179653405E-4
7,5;3,389686877674675E-4
8,5;2,1185542985466718E-4
9,5;2,5422651582560063E-4
10,5;2,1185542985466718E-4
11,5;3,389686877674675E-4
12,5;8,474217194186687E-5
13,5;2,5422651582560063E-4
14,5;2,9659760179653405E-4
15,5;2,9659760179653405E-4
16,5;3,389686877674675E-4
17,5;2,9659760179653405E-4
18,5;1,6948434388373374E-4
19,5;1,2711325791280032E-4
20,5;2,5422651582560063E-4
21,5;2,5422651582560063E-4
22,5;1,6948434388373374E-4
23,5;2,9659760179653405E-4
24,5;8,474217194186687E-5
25,5;2,5422651582560063E-4
26,5;4,2371085970933437E-4
27,5;4,2371085970933437E-4
28,5;3,813397737384009E-4
29,5;1,6948434388373374E-4
30,5;2,5422651582560063E-4
31,5;2,9659760179653405E-4
32,5;1,6948434388373374E-4
33,5;2,5422651582560063E-4
34,5;2,9659760179653405E-4
35,5;1,6948434388373374E-4
36,5;2,1185542985466718E-4
37,5;2,9659760179653405E-4
38,5;2,9659760179653405E-4
39,5;1,6948434388373374E-4
40,5;1,2711325791280032E-4
41,5;2,9659760179653405E-4
42,5;4,660819456802678E-4
43,5;2,5422651582560063E-4
44,5;3,389686877674675E-4
45,5;2,1185542985466718E-4
46,5;2,1185542985466718E-4
47,5;8,474217194186687E-5
48,5;3,389686877674675E-4
49,5;2,5422651582560063E-4
50,5;3,389686877674675E-4
51,5;3,389686877674675E-4
52,5;8,474217194186687E-5
53,5;1,2711325791280032E-4
54,5;2,5422651582560063E-4
55,5;1,6948434388373374E-4
56,5;2,9659760179653405E-4
57,5;2,5422651582560063E-4
58,5;3,813397737384009E-4
59,5;1,2711325791280032E-4
60,5;2,1185542985466718E-4
61,5;1,2711325791280032E-4
62,5;2,1185542985466718E-4
63,5;2,5422651582560063E-4
64,5;1,6948434388373374E-4
65,5;4,2371085970933437E-4
66,5;2,5422651582560063E-4
67,5;2,1185542985466718E-4
68,5;2,9659760179653405E-4
69,5;3,389686877674675E-4
70,5;2,1185542985466718E-4
71,5;2,9659760179653405E-4
72,5;2,9659760179653405E-4
73,5;4,2371085970933437E-4
74,5;4,2371085970933434E-5
75,5;2,1185542985466718E-4
76,5;2,1185542985466718E-4
77,5;1,2711325791280032E-4
78,5;3,813397737384009E-4
79,5;0,4342612601160968
