#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
waiting time/customer;13001;329.8222618260136;714844.5246933072;845.4847867899855;2.563455790124901;0.0;8327.458
service time/customer;13001;1006.4527330974526;1009635.9597439703;1004.8064289921568;0.9983642509467593;0.007;9161.577
service time of last batch;1;337.134;NaN;NaN;NaN;337.134;337.134
waiting time of last batch;1;3086.793;NaN;NaN;NaN;3086.793;3086.793
