#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;26002;0.4475454812004115;0.24724852345750362;0.49724091088475775;1.1110399540870184;0.0;1.0
queue occupancy/time;13001;0.08079366095328444;0.11766123599297099;0.34301783626069793;4.24560333339807;0.0;4.0
