#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
service time/customer;2;2.0;0.0;0.0;0.0;2.0;2.0
waiting time/customer;2;0.5;0.5;0.7071067811865476;1.4142135623730951;0.0;1.0
