#counter ; numSamples ; MEAN; VAR; STD; CVAR; MIN; MAX
server utilization/time;46002;0.45146002117225437;0.247643870455402;0.4976382927944774;1.10228651365921;0.0;1.0
queue occupancy/time;23001;1.095905359299907;3.571929672567122;1.8899549392954114;1.724560358480922;0.0;15.0
